filename,project_id,counterparty,exec_date,doc_type,parent_dir,year_bucket,src_path,size_bytes,normalized_filename
"Confidential - market sensitive pursuant to D.06-06-066_2018-11-26, Copper Mountain Solar 4, Amendment 2.pdf",2018,Copper Mountain Solar 4,,AMENDMENT,Copper Mountain Solar 4,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Copper Mountain Solar 4/Confidential - market sensitive pursuant to D.06-06-066_2018-11-26, Copper Mountain Solar 4, Amendment 2.pdf",110129,2018_Copper_Mountain_Solar_4_AMENDMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2014-07-31, Copper Mountain Solar 4, PPA.pdf",2014,Copper Mountain Solar 4,,PPA,Copper Mountain Solar 4,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Copper Mountain Solar 4/Confidential - market sensitive pursuant to D.06-06-066_2014-07-31, Copper Mountain Solar 4, PPA.pdf",6392755,2014_Copper_Mountain_Solar_4_PPA.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2014-10-22, Copper Mountain Solar 4, Interconnection Agreement.pdf",2014,Copper Mountain Solar 4,,AGREEMENT,Copper Mountain Solar 4,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Copper Mountain Solar 4/Confidential - market sensitive pursuant to D.06-06-066_2014-10-22, Copper Mountain Solar 4, Interconnection Agreement.pdf",1870765,2014_Copper_Mountain_Solar_4_AGREEMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2015-11-18, Copper Mountain Solar 4, Amendment 4.pdf",2015,Copper Mountain Solar 4,,AMENDMENT,Copper Mountain Solar 4,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Copper Mountain Solar 4/Confidential - market sensitive pursuant to D.06-06-066_2015-11-18, Copper Mountain Solar 4, Amendment 4.pdf",6001857,2015_Copper_Mountain_Solar_4_AMENDMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2015-11-18, Copper Mountain Solar 4, Amendment 1.pdf",2015,Copper Mountain Solar 4,,AMENDMENT,Copper Mountain Solar 4,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Copper Mountain Solar 4/Confidential - market sensitive pursuant to D.06-06-066_2015-11-18, Copper Mountain Solar 4, Amendment 1.pdf",6001857,2015_Copper_Mountain_Solar_4_AMENDMENT_v1.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2021-06-04, Copper Mountain Solar 4, Amendment 3.pdf",2021,Copper Mountain Solar 4,,AMENDMENT,Copper Mountain Solar 4,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Copper Mountain Solar 4/Confidential - market sensitive pursuant to D.06-06-066_2021-06-04, Copper Mountain Solar 4, Amendment 3.pdf",349143,2021_Copper_Mountain_Solar_4_AMENDMENT.pdf
Confidential - market sensitive pursuant to D.06-06-066_5795 SE_-_E._Philadelphia_Ontario_WDAT1057FT_GIA_-_Executed.pdf,5795,5795,,OTHER,5795,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5795/Confidential - market sensitive pursuant to D.06-06-066_5795 SE_-_E._Philadelphia_Ontario_WDAT1057FT_GIA_-_Executed.pdf,4095168,5795_5795_OTHER.pdf
Confidential - market sensitive pursuant to D.06-06-066_5795 SunE DB13 - Amendment No. 1.pdf,5795,5795,,AMENDMENT,5795,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5795/Confidential - market sensitive pursuant to D.06-06-066_5795 SunE DB13 - Amendment No. 1.pdf,1249231,5795_5795_AMENDMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_5795 SunEdison, E Philadelphia_PPA_Executed_Law Stamp_Final.pdf",5795,5795,,OTHER,5795,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5795/Confidential - market sensitive pursuant to D.06-06-066_5795 SunEdison, E Philadelphia_PPA_Executed_Law Stamp_Final.pdf",3701636,5795_5795_OTHER_v1.pdf
"2016-10-24, Mound Solar Partnership XI - Antelope Valley Solar AVS Lancaster I, Amendment 1.pdf",2016,Mound Solar Partnership XI - Antelope Valley Solar AVS Lancaster I,,AMENDMENT,Mound Solar Partnership XI - Antelope Valley Solar AVS Lancaster I,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Mound Solar Partnership XI - Antelope Valley Solar AVS Lancaster I/2016-10-24, Mound Solar Partnership XI - Antelope Valley Solar AVS Lancaster I, Amendment 1.pdf",6413954,2016_Mound_Solar_Partnership_XI_-_Antelope_Valley_Solar_AVS_Lancaster_I_AMENDMENT.pdf
"2014-07-30, Mound Solar Partnership XI - Antelope Valley Solar AVS Lancaster I, IA.pdf",2014,Mound Solar Partnership XI - Antelope Valley Solar AVS Lancaster I,,OTHER,Mound Solar Partnership XI - Antelope Valley Solar AVS Lancaster I,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Mound Solar Partnership XI - Antelope Valley Solar AVS Lancaster I/2014-07-30, Mound Solar Partnership XI - Antelope Valley Solar AVS Lancaster I, IA.pdf",868750,2014_Mound_Solar_Partnership_XI_-_Antelope_Valley_Solar_AVS_Lancaster_I_OTHER.pdf
"2014-02-03, Mound Solar Partnership XI - Antelope Valley Solar AVS Lancaster I, PPA.pdf",2014,Mound Solar Partnership XI - Antelope Valley Solar AVS Lancaster I,,PPA,Mound Solar Partnership XI - Antelope Valley Solar AVS Lancaster I,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Mound Solar Partnership XI - Antelope Valley Solar AVS Lancaster I/2014-02-03, Mound Solar Partnership XI - Antelope Valley Solar AVS Lancaster I, PPA.pdf",4209144,2014_Mound_Solar_Partnership_XI_-_Antelope_Valley_Solar_AVS_Lancaster_I_PPA.pdf
"2016-10-18, Rio Bravo Rocklin, PPA.pdf",2016,Rio Bravo Rocklin,,PPA,Rio Bravo Rocklin,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Rio Bravo Rocklin/2016-10-18, Rio Bravo Rocklin, PPA.pdf",3527477,2016_Rio_Bravo_Rocklin_PPA.pdf
"2016-10-18, Rio Bravo Rocklin, BioRAM Rider and Amendment.pdf",2016,Rio Bravo Rocklin,,AMENDMENT,Rio Bravo Rocklin,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Rio Bravo Rocklin/2016-10-18, Rio Bravo Rocklin, BioRAM Rider and Amendment.pdf",427327,2016_Rio_Bravo_Rocklin_AMENDMENT.pdf
"2019-06-04, Rio Bravo Rocklin, Amendment 3.pdf",2019,Rio Bravo Rocklin,,AMENDMENT,Rio Bravo Rocklin,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Rio Bravo Rocklin/2019-06-04, Rio Bravo Rocklin, Amendment 3.pdf",718943,2019_Rio_Bravo_Rocklin_AMENDMENT.pdf
"2017-01-25, Rio Bravo Rocklin, Interconnection Agreement.pdf",2017,Rio Bravo Rocklin,,AGREEMENT,Rio Bravo Rocklin,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Rio Bravo Rocklin/2017-01-25, Rio Bravo Rocklin, Interconnection Agreement.pdf",1682604,2017_Rio_Bravo_Rocklin_AGREEMENT.pdf
"2017-10-13, Rio Bravo Rocklin, Amendment 2.pdf",2017,Rio Bravo Rocklin,,AMENDMENT,Rio Bravo Rocklin,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Rio Bravo Rocklin/2017-10-13, Rio Bravo Rocklin, Amendment 2.pdf",1146355,2017_Rio_Bravo_Rocklin_AMENDMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2019-08-07, Rio Bravo Rocklin, Amendment 4.pdf",2019,Rio Bravo Rocklin,,AMENDMENT,Rio Bravo Rocklin,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Rio Bravo Rocklin/Confidential - market sensitive pursuant to D.06-06-066_2019-08-07, Rio Bravo Rocklin, Amendment 4.pdf",342331,2019_Rio_Bravo_Rocklin_AMENDMENT_v1.pdf
Confidential - market sensitive pursuant to D.06-06-066_8012_20151119 Terra Gen SCE REC Sale WSPP Confirm (executed).pdf,8012,8012,2015-11-19,OTHER,8012,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/8012/Confidential - market sensitive pursuant to D.06-06-066_8012_20151119 Terra Gen SCE REC Sale WSPP Confirm (executed).pdf,3767991,8012_8012_2015-11-19_OTHER.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2016-11-22, Blythe Solar III LLC, Amendment 1.pdf",2016,Blythe Solar III LLC,,AMENDMENT,Blythe Solar III LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Blythe Solar III LLC/Confidential - market sensitive pursuant to D.06-06-066_2016-11-22, Blythe Solar III LLC, Amendment 1.pdf",61643,2016_Blythe_Solar_III_LLC_AMENDMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2021-04-16, Blythe Solar III LLC, Amendment 3.pdf",2021,Blythe Solar III LLC,,AMENDMENT,Blythe Solar III LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Blythe Solar III LLC/Confidential - market sensitive pursuant to D.06-06-066_2021-04-16, Blythe Solar III LLC, Amendment 3.pdf",6554353,2021_Blythe_Solar_III_LLC_AMENDMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2019-09-03, Blythe Solar III LLC, Amendment 2.pdf",2019,Blythe Solar III LLC,,AMENDMENT,Blythe Solar III LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Blythe Solar III LLC/Confidential - market sensitive pursuant to D.06-06-066_2019-09-03, Blythe Solar III LLC, Amendment 2.pdf",8158224,2019_Blythe_Solar_III_LLC_AMENDMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2010-11-25, Blythe Solar III LLC, Interconnection Agreement.pdf",2010,Blythe Solar III LLC,,AGREEMENT,Blythe Solar III LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Blythe Solar III LLC/Confidential - market sensitive pursuant to D.06-06-066_2010-11-25, Blythe Solar III LLC, Interconnection Agreement.pdf",5170361,2010_Blythe_Solar_III_LLC_AGREEMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2015-10-15, Blythe Solar III LLC, PPA.pdf",2015,Blythe Solar III LLC,,PPA,Blythe Solar III LLC,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Blythe Solar III LLC/Confidential - market sensitive pursuant to D.06-06-066_2015-10-15, Blythe Solar III LLC, PPA.pdf",4098681,2015_Blythe_Solar_III_LLC_PPA.pdf
5018-Luz Solar Partners IV Amendment No 4 12417 fully executed.pdf,5018,5018,,AMENDMENT,5018,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5018/5018-Luz Solar Partners IV Amendment No 4 12417 fully executed.pdf,46111,5018_5018_AMENDMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_5823_TC_Valos_Solar_Energy,_LLC_-_PPA_FULLY_EXECUTED.pdf",5823,5823,,OTHER,5823,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5823/Confidential - market sensitive pursuant to D.06-06-066_5823_TC_Valos_Solar_Energy,_LLC_-_PPA_FULLY_EXECUTED.pdf",4563591,5823_5823_OTHER.pdf
Confidential - market sensitive pursuant to D.06-06-066_5823_Amendment_No.1_SKIC10-Confidential-SCE-Algonquin_SKIC_10_Sol~1.pdf,5823,5823,,OTHER,5823,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5823/Confidential - market sensitive pursuant to D.06-06-066_5823_Amendment_No.1_SKIC10-Confidential-SCE-Algonquin_SKIC_10_Sol~1.pdf,4202358,5823_5823_OTHER_v1.pdf
Confidential - market sensitive pursuant to D.06-06-066_5823-InterconnectionAgreement-Q885-Bakersfield II Solar - SGIA (E~1.pdf,5823,5823,,OTHER,5823,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5823/Confidential - market sensitive pursuant to D.06-06-066_5823-InterconnectionAgreement-Q885-Bakersfield II Solar - SGIA (E~1.pdf,1633011,5823_5823_OTHER_v2.pdf
Confidential - market sensitive pursuant to D.06-06-066_6452_Yavi Energy_REMAT PPA_Executed 7-22-2015.pdf,6452,6452,2015-07-22,OTHER,6452,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/6452/Confidential - market sensitive pursuant to D.06-06-066_6452_Yavi Energy_REMAT PPA_Executed 7-22-2015.pdf,1594483,6452_6452_2015-07-22_OTHER.pdf
6096 - Westwind Trust - Amendment No. 6 (Term Extension)_Fully Executed.pdf,6096,6096,,AMENDMENT,6096,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/6096/6096 - Westwind Trust - Amendment No. 6 (Term Extension)_Fully Executed.pdf,143533,6096_6096_AMENDMENT.pdf
6096_-_Westwind_Trust_-_Amendment_No._5_(Term_Extension)_Fully_Executed_Law_Stamp.pdf,6096,6096,,OTHER,6096,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/6096/6096_-_Westwind_Trust_-_Amendment_No._5_(Term_Extension)_Fully_Executed_Law_Stamp.pdf,150849,6096_6096_OTHER.pdf
6053_-_Difwind_Farms_Limited_V_Amend_No_3_(Extenion_Amendment)_Fully_Executed_110816.pdf,6053,6053,,OTHER,6053,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/6053/6053_-_Difwind_Farms_Limited_V_Amend_No_3_(Extenion_Amendment)_Fully_Executed_110816.pdf,142494,6053_6053_OTHER.pdf
6053_Difwind Farms Limited V_Amend No. 4 (Extension Amendment)_Fully Executed_053117.pdf,6053,6053,,AMENDMENT,6053,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/6053/6053_Difwind Farms Limited V_Amend No. 4 (Extension Amendment)_Fully Executed_053117.pdf,139579,6053_6053_AMENDMENT.pdf
4152_Extension Amendment_Calleguas Municipal Water District_Springville Hydro.pdf,4152,4152,,OTHER,4152,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/4152/4152_Extension Amendment_Calleguas Municipal Water District_Springville Hydro.pdf,420078,4152_4152_OTHER.pdf
4152_Termination Notice_Calleguas Municipal Water District_Springville Hydro.pdf,4152,4152,,OTHER,4152,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/4152/4152_Termination Notice_Calleguas Municipal Water District_Springville Hydro.pdf,64958,4152_4152_OTHER_v1.pdf
Confidential - market sensitive pursuant to D.06-06-066_5877 - TD2 - Freeway Springs WDAT1156 Final GIA ISP (2015-07-24)_~1.pdf,5877,5877,2015-07-24,OTHER,5877,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5877/Confidential - market sensitive pursuant to D.06-06-066_5877 - TD2 - Freeway Springs WDAT1156 Final GIA ISP (2015-07-24)_~1.pdf,385666,5877_5877_2015-07-24_OTHER.pdf
Confidential - market sensitive pursuant to D.06-06-066_5877 PPA Freeway Springs LLC.pdf,5877,5877,,PPA,5877,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5877/Confidential - market sensitive pursuant to D.06-06-066_5877 PPA Freeway Springs LLC.pdf,3514049,5877_5877_PPA.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2019-01-29, Santa Barbara County, Interconnection Agreement.pdf",2019,Santa Barbara County,,AGREEMENT,Santa Barbara County,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Santa Barbara County/Confidential - market sensitive pursuant to D.06-06-066_2019-01-29, Santa Barbara County, Interconnection Agreement.pdf",6283401,2019_Santa_Barbara_County_AGREEMENT.pdf
"Confidential - market sensitive pursuant to D.06-06-066_2020-01-07, Santa Barbara County, PPA.pdf",2020,Santa Barbara County,,PPA,Santa Barbara County,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Santa Barbara County/Confidential - market sensitive pursuant to D.06-06-066_2020-01-07, Santa Barbara County, PPA.pdf",2232312,2020_Santa_Barbara_County_PPA.pdf
"2016-06-28, Broadview Energy JN, Amendment 1.pdf",2016,Broadview Energy JN,,AMENDMENT,Broadview Energy JN,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Broadview Energy JN/2016-06-28, Broadview Energy JN, Amendment 1.pdf",11669128,2016_Broadview_Energy_JN_AMENDMENT.pdf
"2015-08-07, Broadview Energy JN, PPA.pdf",2015,Broadview Energy JN,,PPA,Broadview Energy JN,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Broadview Energy JN/2015-08-07, Broadview Energy JN, PPA.pdf",7354486,2015_Broadview_Energy_JN_PPA.pdf
"2016-09-19, Broadview Energy JN, Dynamic Scheduling Agreement.pdf",2016,Broadview Energy JN,,AGREEMENT,Broadview Energy JN,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Broadview Energy JN/2016-09-19, Broadview Energy JN, Dynamic Scheduling Agreement.pdf",4256988,2016_Broadview_Energy_JN_AGREEMENT.pdf
5017-Luz Solar Partners III Amendment No 4 12417 fully executed.pdf,5017,5017,,AMENDMENT,5017,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5017/5017-Luz Solar Partners III Amendment No 4 12417 fully executed.pdf,48500,5017_5017_AMENDMENT.pdf
Confidential - market sensitive pursuant to D.06-06-066_5822 Fully Executed_GIA_WDT931_Redacted.pdf,5822,5822,,OTHER,5822,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5822/Confidential - market sensitive pursuant to D.06-06-066_5822 Fully Executed_GIA_WDT931_Redacted.pdf,4152603,5822_5822_OTHER.pdf
Confidential - market sensitive pursuant to D.06-06-066_5822 Longboat Solar_Amendment No. 1_2016-01-19.pdf,5822,5822,,OTHER,5822,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5822/Confidential - market sensitive pursuant to D.06-06-066_5822 Longboat Solar_Amendment No. 1_2016-01-19.pdf,2542602,5822_5822_OTHER_v1.pdf
"Confidential - market sensitive pursuant to D.06-06-066_5822 Longboat Solar, LLC - PPA FULLY EXECUTED.pdf",5822,5822,,PPA,5822,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5822/Confidential - market sensitive pursuant to D.06-06-066_5822 Longboat Solar, LLC - PPA FULLY EXECUTED.pdf",4454932,5822_5822_PPA.pdf
6234_OCES_ Amendment No. 3 Term Extension_122816.pdf,6234,6234,,AMENDMENT,6234,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/6234/6234_OCES_ Amendment No. 3 Term Extension_122816.pdf,232025,6234_6234_AMENDMENT.pdf
"2016-11-02, Great Valley Solar 3 - RE Tranquillity 8 Azul, Interconnection Agreement.pdf",2016,Great Valley Solar 3 - RE Tranquillity 8 Azul,,AGREEMENT,Great Valley Solar 3 - RE Tranquillity 8 Azul,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Great Valley Solar 3 - RE Tranquillity 8 Azul/2016-11-02, Great Valley Solar 3 - RE Tranquillity 8 Azul, Interconnection Agreement.pdf",1560309,2016_Great_Valley_Solar_3_-_RE_Tranquillity_8_Azul_AGREEMENT.pdf
"2015-12-18, Great Valley Solar 3 - RE Tranquillity 8 Azul, PPA.pdf",2015,Great Valley Solar 3 - RE Tranquillity 8 Azul,,PPA,Great Valley Solar 3 - RE Tranquillity 8 Azul,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Great Valley Solar 3 - RE Tranquillity 8 Azul/2015-12-18, Great Valley Solar 3 - RE Tranquillity 8 Azul, PPA.pdf",2981380,2015_Great_Valley_Solar_3_-_RE_Tranquillity_8_Azul_PPA.pdf
"0170-70-3 , Great Valley Solar 3 - RE Tranquillity 8 Azul, Amendment 1.pdf",0170,Great Valley Solar 3 - RE Tranquillity 8 Azul,,AMENDMENT,Great Valley Solar 3 - RE Tranquillity 8 Azul,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Great Valley Solar 3 - RE Tranquillity 8 Azul/0170-70-3 , Great Valley Solar 3 - RE Tranquillity 8 Azul, Amendment 1.pdf",265699,0170_Great_Valley_Solar_3_-_RE_Tranquillity_8_Azul_AMENDMENT.pdf
Confidential - market sensitive pursuant to D.06-06-066_6462-EDCC-KarenWindfarm-AmendmentNo3-SCE-20161219-fully-executed.pdf,6462,6462,2016-12-19,AMENDMENT,6462,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/6462/Confidential - market sensitive pursuant to D.06-06-066_6462-EDCC-KarenWindfarm-AmendmentNo3-SCE-20161219-fully-executed.pdf,58964,6462_6462_2016-12-19_AMENDMENT.pdf
"2016-06-20, SEGS III - Luz Solar Partners Ltd. III, Amendment 1.pdf",2016,SEGS III - Luz Solar Partners Ltd. III,,AMENDMENT,SEGS III - Luz Solar Partners Ltd. III,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/SEGS III - Luz Solar Partners Ltd. III/2016-06-20, SEGS III - Luz Solar Partners Ltd. III, Amendment 1.pdf",182430,2016_SEGS_III_-_Luz_Solar_Partners_Ltd_III_AMENDMENT.pdf
"2015-07-30, SEGS III - Luz Solar Partners Ltd. III, PPA.pdf",2015,SEGS III - Luz Solar Partners Ltd. III,,PPA,SEGS III - Luz Solar Partners Ltd. III,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/SEGS III - Luz Solar Partners Ltd. III/2015-07-30, SEGS III - Luz Solar Partners Ltd. III, PPA.pdf",4441773,2015_SEGS_III_-_Luz_Solar_Partners_Ltd_III_PPA.pdf
"2017-04-01, SEGS III - Luz Solar Partners Ltd. III, Interconnection Agreement.pdf",2017,SEGS III - Luz Solar Partners Ltd. III,,AGREEMENT,SEGS III - Luz Solar Partners Ltd. III,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/SEGS III - Luz Solar Partners Ltd. III/2017-04-01, SEGS III - Luz Solar Partners Ltd. III, Interconnection Agreement.pdf",1064740,2017_SEGS_III_-_Luz_Solar_Partners_Ltd_III_AGREEMENT.pdf
"2017-02-24, Lancaster WAD B, Amendment 1.pdf",2017,Lancaster WAD B,,AMENDMENT,Lancaster WAD B,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Lancaster WAD B/2017-02-24, Lancaster WAD B, Amendment 1.pdf",1514595,2017_Lancaster_WAD_B_AMENDMENT.pdf
"2015-02-25, Lancaster WAD B, PPA.pdf",2015,Lancaster WAD B,,PPA,Lancaster WAD B,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/Lancaster WAD B/2015-02-25, Lancaster WAD B, PPA.pdf",4563229,2015_Lancaster_WAD_B_PPA.pdf
Confidential - market sensitive pursuant to D.06-06-066_5885 Blythe II Amendment 1 fully executed 112216.pdf,5885,5885,,AMENDMENT,5885,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5885/Confidential - market sensitive pursuant to D.06-06-066_5885 Blythe II Amendment 1 fully executed 112216.pdf,63620,5885_5885_AMENDMENT.pdf
Confidential - market sensitive pursuant to D.06-06-066_5885 Blythe Solar II Amendment 2 fully executed 52417.pdf,5885,5885,,AMENDMENT,5885,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5885/Confidential - market sensitive pursuant to D.06-06-066_5885 Blythe Solar II Amendment 2 fully executed 52417.pdf,33597,5885_5885_AMENDMENT_v1.pdf
Confidential - market sensitive pursuant to D.06-06-066_5885 Dracker (Q294)_LGIA-AR1_EXECUTION VERSION_060216 - Copy.pdf,5885,5885,,OTHER,5885,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5885/Confidential - market sensitive pursuant to D.06-06-066_5885 Dracker (Q294)_LGIA-AR1_EXECUTION VERSION_060216 - Copy.pdf,2331854,5885_5885_OTHER.pdf
Confidential - market sensitive pursuant to D.06-06-066_5885 - 2014 RPS RFO PPA Blythe Solar II 5885 07152015.pdf,5885,5885,,PPA,5885,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5885/Confidential - market sensitive pursuant to D.06-06-066_5885 - 2014 RPS RFO PPA Blythe Solar II 5885 07152015.pdf,6976832,5885_5885_PPA.pdf
"Confidential - market sensitive pursuant to D.06-06-066_5876 PPA Golden Springs Development Company LLC, Golden Springs B~1.pdf",5876,5876,,PPA,5876,2017-2020,"/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5876/Confidential - market sensitive pursuant to D.06-06-066_5876 PPA Golden Springs Development Company LLC, Golden Springs B~1.pdf",2236025,5876_5876_PPA.pdf
Confidential - market sensitive pursuant to D.06-06-066_5876 - TD2 - Building L Executed Interconnection Agreement.pdf,5876,5876,,AGREEMENT,5876,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5876/Confidential - market sensitive pursuant to D.06-06-066_5876 - TD2 - Building L Executed Interconnection Agreement.pdf,3389912,5876_5876_AGREEMENT.pdf
Confidential - market sensitive pursuant to D.06-06-066_5878 - TD2 - Dulles WDAT 1237FT Executed GIA 20150501.pdf,5878,5878,2015-05-01,OTHER,5878,2017-2020,/Users/rraman/Documents/epm_sce_chatbot/data/sce_real/zip_extract/SCE Public PPAs/5878/Confidential - market sensitive pursuant to D.06-06-066_5878 - TD2 - Dulles WDAT 1237FT Executed GIA 20150501.pdf,463805,5878_5878_2015-05-01_OTHER.pdf
